"recorded_outcome","admission_grade","age"
"Graduate",128,18
"Graduate",146.5,20
"Dropout",106.1,20
"Graduate",118,20
"Graduate",117,19
"Graduate",115.4,19
"Graduate",117,21
"Enrolled",144.9,26
"Dropout",127,21
"Graduate",118,18
"Dropout",118,27
"Graduate",126.4,20
"Enrolled",110,21
"Graduate",124.4,18
"Enrolled",140,20
"Graduate",129.4,18
"Graduate",141.7,20
"Graduate",132.1,19
"Graduate",116.8,20
"Graduate",135,20
"Enrolled",150,20
"Dropout",116,19
"Graduate",155,18
"Graduate",127,18
"Graduate",130.8,19
"Dropout",121.8,19
"Enrolled",140,43
"Dropout",148.5,47
"Dropout",109.8,23
"Graduate",119.7,19
"Graduate",122,20
"Graduate",147.5,19
"Graduate",150.8,19
"Graduate",150,19
"Graduate",131.5,39
"Graduate",127.2,20
"Graduate",111,21
"Graduate",119.9,22
"Dropout",133.7,19
"Graduate",140,22
"Graduate",113.9,19
"Dropout",120.7,18
"Enrolled",119.8,26
"Dropout",121.8,36
"Graduate",117.7,20
"Dropout",110,30
"Dropout",134.4,24
"Dropout",125.3,26
"Dropout",119.1,19
"Graduate",146,34
"Enrolled",130,33
"Graduate",122,19
"Dropout",118.1,26
"Dropout",105.2,29
"Dropout",123.3,19
"Dropout",124.8,18
"Dropout",149.4,29
"Graduate",108.5,21
"Enrolled",125,19
"Graduate",101,20
"Dropout",112.9,18
"Enrolled",120.2,18
"Enrolled",111.6,21
"Dropout",134.1,20
"Dropout",101.6,30
"Graduate",111.9,19
"Dropout",118.4,30
"Graduate",127.1,22
"Graduate",120.5,22
"Dropout",136.1,19
"Dropout",124,21
"Graduate",141.6,21
"Dropout",160,21
"Dropout",110,27
"Dropout",100,32
"Dropout",120,40
"Enrolled",124.8,20
"Dropout",140,20
"Graduate",124.3,18
"Dropout",118.9,21
"Dropout",130.2,18
"Enrolled",120,19
"Dropout",140,30
"Dropout",130,29
"Dropout",130.4,18
"Dropout",116.1,18
"Dropout",130,22
"Dropout",124.3,27
"Graduate",125,20
"Graduate",110,42
"Graduate",115,21
"Graduate",129.6,23
"Dropout",128.8,21
"Graduate",144.2,19
"Dropout",134,40
"Dropout",112,22
"Graduate",128.8,19
"Enrolled",134,24
"Enrolled",125,21
"Graduate",123.2,18
"Dropout",118.4,18
"Dropout",116.2,24
"Enrolled",123,28
"Graduate",113.5,19
"Enrolled",125,28
"Dropout",134.8,18
"Graduate",149.9,19
"Graduate",119.8,19
"Graduate",125,21
"Dropout",135.1,18
"Graduate",138.3,19
"Graduate",122.5,19
"Graduate",148,20
"Graduate",126.2,18
"Graduate",129.8,20
"Dropout",104,26
"Dropout",126.7,18
"Graduate",120,58
"Graduate",124.6,18
"Enrolled",130,20
"Dropout",127.3,20
"Graduate",122,29
"Dropout",125.1,27
"Graduate",110,21
"Graduate",129.8,20
"Graduate",114.9,19
"Graduate",125.6,22
"Graduate",125.1,19
"Dropout",115.7,19
"Enrolled",112.6,23
"Dropout",127.2,18
"Dropout",140,19
"Graduate",140,20
"Graduate",120.4,19
"Dropout",100,26
"Graduate",113.5,18
"Dropout",132.1,29
"Graduate",160,20
"Graduate",126.3,19
"Enrolled",160,23
"Enrolled",100,25
"Graduate",125.8,18
"Graduate",142.2,19
"Graduate",119.4,18
"Enrolled",106.4,19
"Dropout",120,36
"Enrolled",150,20
"Dropout",148.6,20
"Dropout",108.7,18
"Enrolled",130,19
"Dropout",124.6,20
"Graduate",131,18
"Dropout",130,20
"Dropout",116.1,24
"Dropout",125.6,19
"Dropout",121.3,18
"Graduate",107.4,18
"Graduate",116.9,18
"Dropout",123.5,22
"Graduate",130.5,19
"Dropout",140,32
"Dropout",117.1,21
"Graduate",127.5,19
"Graduate",126,39
"Graduate",113,30
"Dropout",130.1,18
"Dropout",110,38
"Graduate",135.8,20
"Graduate",126.3,55
"Dropout",130,53
"Dropout",104,54
"Enrolled",123.6,18
"Dropout",121,44
"Graduate",130.5,28
"Graduate",180,37
"Graduate",112.5,20
"Enrolled",126.1,18
"Dropout",111.8,19
"Graduate",131.4,23
"Dropout",144.3,22
"Dropout",115,24
"Enrolled",120,22
"Dropout",168.6,26
"Graduate",127.7,18
"Dropout",150,24
"Enrolled",129.8,18
"Dropout",135.6,26
"Dropout",100,27
"Graduate",140,20
"Dropout",124.1,19
"Dropout",131.6,18
"Graduate",129,18
"Enrolled",135.7,19
"Enrolled",108,34
"Dropout",110.8,19
"Graduate",124.5,19
"Dropout",100,30
"Dropout",123.8,22
"Dropout",131.4,19
"Dropout",118.5,21
"Dropout",122,22
"Enrolled",122.9,19
"Enrolled",118.7,20
"Dropout",100,35
"Dropout",135.9,20
"Graduate",138.4,21
"Dropout",128.2,27
"Dropout",107.4,26
"Dropout",129.8,20
"Dropout",100,28
"Graduate",113,19
"Dropout",107,47
"Dropout",130,55
"Dropout",120,39
"Dropout",120.5,35
"Dropout",120.5,32
"Graduate",137,20
"Graduate",115,36
"Graduate",142.7,34
"Dropout",116.7,21
"Dropout",136.1,42
"Dropout",134.3,25
"Dropout",153,18
"Graduate",132,18
"Graduate",129.6,19
"Dropout",105,34
"Dropout",130.8,20
"Dropout",119.7,20
"Graduate",132.5,21
"Graduate",130,19
"Dropout",120,31
"Graduate",150,21
"Graduate",115.6,20
"Graduate",119.1,22
"Dropout",123.5,19
"Dropout",120,41
"Dropout",110,27
"Dropout",131.4,19
"Graduate",126.8,20
"Graduate",118.9,19
"Graduate",160,35
"Graduate",115.9,22
"Graduate",109.3,20
"Dropout",113.9,18
"Graduate",121.8,18
"Graduate",140,30
"Graduate",114.7,18
"Enrolled",120,20
"Enrolled",107.3,19
"Graduate",136.2,19
"Graduate",119.5,21
"Enrolled",106,21
"Enrolled",124.1,18
"Graduate",133.2,18
"Dropout",110,35
"Enrolled",114.8,21
"Graduate",130,18
"Enrolled",122.6,22
"Graduate",133.5,20
"Graduate",120,34
"Enrolled",120,33
"Graduate",137.3,22
"Enrolled",123.5,20
"Enrolled",131.8,35
"Dropout",130,39
"Dropout",128,19
"Graduate",95,36
"Graduate",116,21
"Enrolled",136.7,22
"Graduate",107.5,42
"Dropout",108.4,34
"Enrolled",130.7,20
"Graduate",155.9,33
"Graduate",106.1,20
"Graduate",128.6,19
"Dropout",140,34
"Graduate",145,18
"Graduate",113,24
"Graduate",137.1,18
"Enrolled",119.7,20
"Graduate",120.5,21
"Graduate",125.7,19
"Graduate",125.5,19
"Graduate",124.5,18
"Graduate",126,38
"Enrolled",136.2,21
"Enrolled",124.2,23
"Graduate",138.5,19
"Dropout",122.3,18
"Graduate",126,18
"Enrolled",135.4,24
"Graduate",146.5,18
"Graduate",121.9,18
"Graduate",130,26
"Enrolled",115.2,19
"Dropout",115.2,19
"Enrolled",125.1,19
"Dropout",108,20
"Enrolled",125.9,22
"Graduate",128,19
"Graduate",113.5,20
"Enrolled",124.6,36
"Dropout",116,29
"Graduate",124.9,19
"Dropout",140.5,24
"Dropout",179.6,27
"Graduate",116.1,18
"Graduate",139.4,18
"Dropout",129,21
"Graduate",135.6,43
"Graduate",147.8,18
"Dropout",138,21
"Dropout",150,26
"Graduate",130.8,19
"Graduate",122.6,18
"Dropout",119.1,22
"Dropout",111.8,27
"Graduate",125,18
"Graduate",129.9,19
"Graduate",131.1,18
"Graduate",141.4,19
"Dropout",120,32
"Graduate",133.4,23
"Graduate",127.3,20
"Graduate",131.8,20
"Dropout",114.8,19
"Graduate",132.8,18
"Dropout",140,21
"Enrolled",108.3,20
"Graduate",150,22
"Graduate",160,26
"Graduate",131.7,20
"Graduate",112.6,19
"Graduate",111.1,31
"Graduate",127.5,20
"Graduate",120.2,20
"Graduate",118.9,21
"Graduate",119.9,18
"Graduate",127.3,19
"Graduate",127.9,18
"Enrolled",133,40
"Graduate",114.6,18
"Graduate",144.5,18
"Graduate",125.4,19
"Graduate",145,19
"Dropout",138.1,28
"Graduate",124.6,20
"Graduate",130.8,18
"Graduate",140.5,18
"Graduate",124.1,20
"Graduate",118.4,28
"Graduate",128.2,23
"Dropout",109.5,19
"Graduate",131.1,18
"Graduate",137.9,20
"Graduate",128.2,20
"Dropout",126.5,27
"Dropout",120,18
"Graduate",123,37
"Dropout",130,42
"Dropout",141.1,20
"Dropout",140,34
"Dropout",133.6,22
"Graduate",123.5,39
"Graduate",136.3,18
"Graduate",123.5,21
"Dropout",112,34
"Graduate",160,22
"Dropout",110,31
"Dropout",116.8,19
"Dropout",109.5,19
"Dropout",100,31
"Enrolled",117.3,19
"Dropout",130,30
"Graduate",137.8,20
"Graduate",136.5,18
"Dropout",138.7,31
"Dropout",124.9,19
"Dropout",140,43
"Graduate",122.6,20
"Graduate",129.5,19
"Dropout",155,22
"Graduate",100,26
"Graduate",137.6,19
"Dropout",120,29
"Enrolled",114,20
"Enrolled",139,38
"Graduate",110,41
"Dropout",128.5,19
"Graduate",132.2,19
"Dropout",130,43
"Graduate",129.3,19
"Enrolled",128.2,19
"Graduate",130.3,18
"Dropout",162.5,19
"Dropout",130,38
"Dropout",110,37
"Graduate",142.3,26
"Enrolled",122,21
"Graduate",153.6,18
"Graduate",112.9,18
"Graduate",124.1,18
"Graduate",129.7,19
"Graduate",110,18
"Enrolled",136.3,18
"Graduate",146,19
"Dropout",129.9,19
"Graduate",140.9,18
"Graduate",135.5,18
"Graduate",122,20
"Graduate",140,22
"Dropout",163,18
"Graduate",107.4,19
"Dropout",114.3,20
"Enrolled",140.8,19
"Graduate",126.3,20
"Dropout",110,28
"Graduate",126.2,19
"Enrolled",140,22
"Graduate",123,19
"Dropout",157,18
"Graduate",149.7,18
"Graduate",140,22
"Graduate",170,20
"Graduate",130.2,24
"Enrolled",135.5,22
"Enrolled",118.3,20
"Graduate",116.3,20
"Dropout",120,35
"Graduate",154.7,18
"Graduate",132.7,19
"Graduate",130.8,18
"Dropout",122.7,18
"Enrolled",130,31
"Graduate",123.6,19
"Graduate",116.5,20
"Dropout",111.1,21
"Graduate",136.3,18
"Dropout",129.8,18
"Graduate",134.7,33
"Enrolled",131.8,18
"Dropout",126.8,18
"Enrolled",130.7,21
"Enrolled",109.8,19
"Graduate",133.9,28
"Dropout",109.9,29
"Dropout",160,36
"Graduate",106.5,32
"Enrolled",120,25
"Enrolled",107.8,33
"Dropout",100,34
"Graduate",112.5,33
"Dropout",135.5,29
"Dropout",145,18
"Graduate",119,18
"Graduate",130,38
"Graduate",126.3,19
"Graduate",113.5,39
"Graduate",120,37
"Dropout",111.3,32
"Dropout",130.2,18
"Enrolled",140.2,20
"Graduate",113.9,20
"Graduate",99,23
"Enrolled",124,19
"Graduate",138.9,18
"Graduate",130,19
"Graduate",120.8,20
"Dropout",127.8,19
"Graduate",126,19
"Graduate",126,18
"Graduate",138.5,20
"Graduate",119.4,20
"Graduate",101.5,24
"Dropout",101.5,24
"Graduate",126.2,20
"Enrolled",129.8,20
"Enrolled",138.4,18
"Graduate",129.3,18
"Graduate",113.1,21
"Graduate",144.3,18
"Graduate",141,19
"Graduate",130,22
"Graduate",117.5,19
"Graduate",131.8,18
"Enrolled",133.7,19
"Enrolled",115.4,24
"Enrolled",129.1,19
"Graduate",135.5,34
"Graduate",112.4,19
"Graduate",130.8,18
"Graduate",131.6,19
"Graduate",140.8,25
"Enrolled",140,21
"Enrolled",114.2,18
"Graduate",127.3,18
"Graduate",115,28
"Graduate",118.8,18
"Graduate",125,41
"Dropout",111.5,18
"Graduate",124.2,21
"Dropout",130,41
"Dropout",120,32
"Graduate",110,29
"Enrolled",113.3,24
"Enrolled",123.5,22
"Dropout",101,21
"Dropout",120.9,39
"Enrolled",154.6,44
"Enrolled",120.2,20
"Graduate",146.5,21
"Graduate",160.1,18
"Graduate",150,34
"Graduate",135.8,18
"Enrolled",143.8,19
"Dropout",116.8,18
"Graduate",113.9,19
"Enrolled",118,18
"Dropout",150.2,19
"Graduate",115.1,19
"Graduate",131.3,18
"Graduate",120,23
"Enrolled",110.3,18
"Dropout",100,33
"Graduate",110.7,19
"Dropout",143.4,21
"Graduate",115.9,18
"Enrolled",145,21
"Graduate",140.9,19
"Graduate",108.4,20
"Dropout",114.3,20
"Enrolled",110,20
"Enrolled",121.7,18
"Enrolled",123.7,18
"Graduate",116.5,20
"Graduate",155,21
"Graduate",129.3,19
"Graduate",121.7,18
"Enrolled",148.2,27
"Graduate",125.5,21
"Graduate",131.9,18
"Enrolled",121.8,18
"Dropout",107.7,28
"Dropout",115.5,36
"Graduate",139.8,20
"Graduate",133.2,19
"Enrolled",118.4,20
"Enrolled",123.3,19
"Graduate",134.5,28
"Graduate",110.6,20
"Graduate",154,28
"Dropout",160,24
"Enrolled",140,20
"Enrolled",132.5,22
"Graduate",127.7,18
"Dropout",117.5,22
"Graduate",127,18
"Graduate",125.5,21
"Graduate",140.5,19
"Enrolled",118.3,22
"Graduate",120.8,20
"Graduate",95,20
"Graduate",122.2,19
"Enrolled",143.9,20
"Graduate",127.2,20
"Dropout",120.2,20
"Graduate",134.8,19
"Graduate",142.6,18
"Graduate",147.9,18
"Dropout",160.4,19
"Graduate",134.6,20
"Graduate",121,22
"Graduate",142.7,18
"Graduate",115.6,19
"Graduate",130,20
"Graduate",124.3,19
"Dropout",137.9,18
"Dropout",100,20
"Graduate",128.2,19
"Enrolled",135,18
"Graduate",121,18
"Dropout",147,22
"Graduate",149.5,18
"Graduate",144.4,20
"Graduate",116,19
"Graduate",120.7,19
"Graduate",141.8,21
"Dropout",119.7,19
"Graduate",118.4,19
"Enrolled",134.5,45
"Dropout",128.2,28
"Graduate",115,28
"Enrolled",130,25
"Dropout",120.7,19
"Graduate",130.5,19
"Enrolled",107.4,20
"Enrolled",100,22
"Graduate",125,20
"Enrolled",121.5,20
"Dropout",127.2,20
"Graduate",160,27
"Graduate",120,22
"Dropout",141.5,19
"Dropout",111.4,19
"Enrolled",136.6,18
"Dropout",154.6,19
"Dropout",111.4,20
"Dropout",120.1,39
"Graduate",100,37
"Dropout",140,30
"Graduate",130,41
"Dropout",100,40
"Dropout",106.1,20
"Graduate",151.4,28
"Dropout",113.7,19
"Dropout",116.5,23
"Dropout",120,18
"Graduate",122,24
"Enrolled",117.1,21
"Graduate",120.8,19
"Dropout",141.4,19
"Dropout",110,48
"Dropout",120,38
"Graduate",120.2,19
"Dropout",138.4,30
"Graduate",150,24
"Graduate",121.8,19
"Enrolled",140,21
"Graduate",116.3,21
"Dropout",131.5,19
"Enrolled",141,18
"Graduate",138,18
"Dropout",127.5,19
"Graduate",127,19
"Enrolled",118.9,18
"Enrolled",134.5,25
"Enrolled",133,18
"Dropout",114,29
"Dropout",116.7,21
"Graduate",125.1,18
"Dropout",137.2,20
"Dropout",111.4,27
"Enrolled",105,21
"Dropout",124.3,20
"Dropout",132,28
"Enrolled",110,24
"Enrolled",134.7,22
"Graduate",136.8,20
"Graduate",160,21
"Dropout",130,23
"Graduate",128.8,18
"Graduate",148.4,20
"Graduate",130.4,19
"Graduate",126,32
"Dropout",118.7,20
"Graduate",120,32
"Enrolled",120,28
"Graduate",116.3,21
"Graduate",133.9,19
"Dropout",150.3,24
"Dropout",118.3,18
"Graduate",130,20
"Dropout",140,25
"Dropout",110.4,25
"Dropout",139.7,18
"Dropout",138.3,19
"Dropout",123.2,18
"Dropout",120,25
"Dropout",127,38
"Dropout",114.2,19
"Graduate",119.7,19
"Graduate",150,22
"Enrolled",123.5,18
"Dropout",130,32
"Graduate",124.6,37
"Dropout",119.4,21
"Dropout",121.9,18
"Graduate",110,19
"Graduate",118.7,19
"Graduate",163.1,19
"Graduate",121.7,19
"Enrolled",135,21
"Enrolled",147.9,28
"Dropout",118.1,19
"Dropout",105.3,28
"Graduate",139.8,19
"Graduate",130,32
"Dropout",127.5,26
"Dropout",120,25
"Dropout",124.2,31
"Graduate",113.4,20
"Dropout",118,19
"Dropout",130,23
"Graduate",135.9,18
"Dropout",135.8,19
"Graduate",133.1,18
"Enrolled",118.8,21
"Enrolled",117.1,20
"Graduate",114.5,24
"Enrolled",127.2,18
"Graduate",130,25
"Graduate",116.1,20
"Graduate",130.5,18
"Dropout",104,24
"Enrolled",128.5,18
"Dropout",126,21
"Graduate",141.1,18
"Dropout",102.8,20
"Dropout",129.2,19
"Graduate",119.3,20
"Graduate",126.3,20
"Graduate",140,20
"Graduate",131.5,20
"Dropout",137.6,18
"Graduate",142.8,18
"Enrolled",146.2,30
"Graduate",162.1,18
"Dropout",140,35
"Dropout",120,31
"Dropout",133.3,19
"Graduate",124.8,19
"Graduate",133.3,19
"Graduate",141.8,19
"Graduate",128.2,21
"Dropout",115,18
"Enrolled",123.6,18
"Graduate",120.2,19
"Graduate",127,18
"Graduate",120.4,18
"Dropout",120,25
"Enrolled",120,18
"Graduate",133.9,19
"Graduate",113.5,18
"Dropout",126.1,24
"Enrolled",121.2,19
"Graduate",150,29
"Dropout",100,27
"Graduate",127.3,18
"Dropout",103.8,28
"Graduate",131,32
"Dropout",133.9,30
"Dropout",140,29
"Enrolled",121.4,20
"Graduate",122,19
"Graduate",150.5,29
"Dropout",139.4,27
"Dropout",112.6,19
"Dropout",115.2,21
"Dropout",131.8,29
"Dropout",122.8,42
"Graduate",156.2,18
"Graduate",132,24
"Enrolled",130,32
"Enrolled",138.4,18
"Graduate",146.2,27
"Graduate",166,18
"Dropout",133.1,19
"Graduate",121.9,18
"Enrolled",110.4,21
"Graduate",121.4,26
"Graduate",137,22
"Dropout",140,37
"Dropout",140,24
"Enrolled",126.8,18
"Graduate",124.8,19
"Dropout",120,28
"Graduate",133,18
"Enrolled",127.5,20
"Graduate",131.7,18
"Dropout",133,47
"Graduate",122.7,38
"Graduate",121.2,20
"Dropout",150,21
"Enrolled",133.4,19
"Enrolled",121.2,25
"Graduate",129.3,18
"Dropout",117.8,46
"Graduate",131.3,23
"Graduate",133.8,20
"Graduate",120,20
"Graduate",122.2,19
"Dropout",119,18
"Dropout",149.5,30
"Graduate",153.8,20
"Graduate",152,22
